时间,ut,dn,i,心率,低压,高压,前面积,后面积,RR,step,acc_x,acc_z,acc_y
1663810484,1663833205,80,303,90,73,130,0,0,326,4637,-4611,4729,4544
1663810485,1663833205,80,304,90,73,130,953,3228,642,4637,-4498,4579,4745
1663810486,1663833205,80,304,90,73,130,1023,3407,642,4637,-4567,4874,4624
1663810487,1663833205,80,304,90,73,130,1274,4263,646,4637,-1080,2204,7797
1663810488,1663833205,80,304,90,73,130,1577,5328,646,4637,-1527,454,8911
1663810489,1663833205,80,304,90,73,130,1602,5318,646,4637,-1105,2192,8193
1663810490,1663833205,80,304,90,73,129,1520,5074,624,4637,-1643,642,8230
1663810491,1663833205,80,304,90,73,129,1521,5041,624,4637,-1479,1224,8111
1663810492,1663833205,80,304,90,73,128,1514,5076,636,4637,-1481,1200,8171
1663810493,1663833205,80,304,91,73,128,1494,5017,630,4637,-1651,984,8652
1663810494,1663833205,80,304,91,73,128,1519,4992,630,4637,-961,1598,8034
1663810495,1663833205,80,304,91,73,128,1511,5075,633,4637,-377,1360,8220
1663810496,1663833205,80,304,91,73,128,1510,5031,633,4637,-930,1876,8045
1663810497,1663833205,80,304,91,73,128,908,3010,380,4637,-1189,2815,7790
1663810498,1663833205,80,304,92,73,129,1523,5164,638,4637,-1101,2600,7794
1663810499,1663833205,80,304,92,73,129,1562,5154,638,4637,-1100,2680,7673
1663810500,1663833205,80,304,93,73,129,1582,5306,654,4637,-1108,2722,7679
1663810501,1663833205,80,304,92,74,131,1719,5761,690,4637,-1239,2692,7768
1663810502,1663833205,80,304,92,74,131,1706,5777,690,4637,-1073,2809,7719
1663810503,1663833205,80,304,92,74,132,1799,5989,706,4637,-1066,2823,7737
1663810504,1663833205,80,304,92,74,132,1439,4774,706,4637,-1129,2741,7724
1663810505,1663833205,80,304,90,74,135,1497,5029,704,4637,-1157,2741,7671
1663810506,1663833205,80,304,88,75,136,1352,4560,632,4637,-5362,3141,3965
1663810507,1663833205,80,304,88,75,136,1349,4551,632,4637,-6790,-473,4628
1663810508,1663833205,80,304,88,75,136,0,0,248,4637,-6777,-584,4782
1663810509,1663833205,80,304,88,75,136,0,0,248,4637,-6717,-682,4757
1663810510,1663833205,80,304,88,75,137,1370,4639,633,4637,-6791,-551,4838
1663810511,1663833205,80,304,88,75,137,1382,4648,637,4637,-6732,-741,4957
1663810512,1663833205,80,304,88,75,137,1407,4696,637,4637,-6648,-631,4707
1663810513,1663833205,80,304,87,75,137,1491,4987,678,4637,-6711,-491,5110
1663810514,1663833205,80,304,87,75,137,1493,4963,678,4637,-6751,-685,4692
1663810515,1663833205,80,304,86,75,136,1500,5062,698,4637,-6729,-574,4878
1663810516,1663833205,80,304,86,74,136,1451,4904,678,4637,-6578,-622,4808
1663810517,1663833205,80,304,86,74,136,1466,4893,678,4637,-6600,-663,4705
1663810518,1663833205,80,304,87,74,133,1495,5013,724,4637,-6585,464,5260
1663810519,1663833205,80,304,87,74,133,1491,5002,724,4637,-6089,-4564,3823
1663810520,1663833205,80,304,87,73,129,800,2686,444,4637,-6001,-4547,3768
1663810521,1663833205,80,304,87,73,128,793,2632,444,4637,-6082,-4607,3618
1663810522,1663833205,80,304,87,73,128,893,2946,444,4637,-6223,-4470,3879
1663810523,1663833205,80,304,87,73,127,873,2890,444,4637,-6208,-4537,3680
1663810524,1663833205,80,304,87,73,127,834,2773,444,4637,-6195,-4597,3483
1663810525,1663833205,80,304,87,73,127,877,2899,446,4637,-6107,-4650,3470
1663810526,1663833205,80,304,87,72,126,1056,28756,678,4637,-6087,-4522,3487
1663810565,1663833206,80,305,83,71,122,1543,5183,686,4637,-957,2601,7724
1663810566,1663833206,80,305,83,71,122,1531,5160,686,4637,-1019,2742,7693
1663810567,1663833206,80,305,82,71,121,1677,5660,766,4637,-898,2683,7819
1663810568,1663833206,80,305,82,71,121,1701,5675,766,4637,-1118,2638,7872
1663810569,1663833206,80,305,84,71,120,1540,5133,706,4637,-987,2764,7759
1663810570,1663833206,80,305,84,71,119,1553,5234,730,4637,-1019,2654,7767
1663810571,1663833206,80,305,84,71,119,1549,5233,730,4637,-983,2805,7777
1663810572,1663833206,80,305,83,71,120,1470,4908,670,4637,-1093,2550,7780
1663810573,1663833206,80,305,83,71,120,1466,4897,670,4637,-1112,2711,7833
1663810574,1663833206,80,305,83,71,122,1614,5372,714,4637,-1002,2532,7735
1663810575,1663833206,80,305,83,71,123,1527,5151,670,4637,-1066,2563,7729
1663810576,1663833206,80,305,83,71,123,1520,5135,670,4637,-1085,2678,7746
1663810577,1663833206,80,305,85,72,123,1576,5262,688,4637,-1113,2673,7825
1663810578,1663833206,80,305,85,72,123,1574,5278,688,4637,-1006,2721,7768
1663810579,1663833206,80,305,85,72,123,1522,5099,666,4637,-909,2368,7667
1663810580,1663833206,80,305,86,72,123,1556,5236,682,4637,-1074,2775,7859
1663810581,1663833206,80,305,86,72,123,1567,5227,682,4637,-1131,2455,7776
1663810582,1663833206,80,305,87,72,123,1523,5081,664,4637,-1056,2705,7733
1663810583,1663833206,80,305,87,72,123,1510,5072,664,4637,-999,2674,7812
1663810584,1663833206,80,305,88,72,123,1530,5125,674,4637,-874,3243,9289
1663810585,1663833206,80,305,88,72,124,1635,5500,708,4637,1541,5123,2761
1663810586,1663833206,80,305,88,72,124,1657,5476,708,4637,16,7758,0
1663810587,1663833206,80,305,88,72,124,1661,5519,710,4637,0,7503,-2281
1663810588,1663833206,80,305,88,72,124,1660,5529,711,4637,-2460,-3171,5151
1663810589,1663833206,80,305,88,72,124,1650,5514,711,4637,-485,-5413,3845
1663810590,1663833206,80,305,88,72,125,1921,6391,712,4637,3220,-7696,1003
1663810591,1663833206,80,305,88,72,125,2273,7572,712,4637,-5749,3658,4446
1663810592,1663833206,80,305,88,72,125,2270,7590,715,4637,-983,-3743,6968
1663810593,1663833206,80,305,88,72,125,2284,7629,716,4637,1899,-8923,122
1663810594,1663833206,80,305,88,72,125,2265,7597,716,4637,1016,-8512,2423
1663810595,1663833206,80,305,88,72,125,1753,5845,717,4648,317,-8033,2942
1663810596,1663833206,80,305,88,72,125,1750,5873,717,4648,-4757,4890,5761
1663810597,1663833206,80,305,88,72,125,2308,7654,720,4648,-572,5902,4573
1663810598,1663833206,80,305,88,72,125,1696,5701,536,4650,623,6719,256
1663810599,1663833206,80,305,88,72,125,1703,5688,536,4651,2809,7098,-1859
1663810600,1663833206,80,305,88,72,125,1114,3652,536,4652,2301,6793,-3143
1663810601,1663833206,80,305,88,72,125,1155,3848,536,4652,2889,7452,382
1663810602,1663833206,80,305,88,72,125,1694,5697,538,4652,2580,7529,780
1663810603,1663833206,80,305,88,72,125,1708,5770,540,4652,2442,7700,806
1663810604,1663833206,80,305,88,72,125,1701,5731,540,4652,2474,7613,735
1663810605,1663833206,80,305,88,72,125,1711,5777,542,4652,2570,7632,668
1663810606,1663833206,80,305,90,72,125,1937,6473,608,4652,-4021,3291,6259
1663810607,1663833206,80,305,90,72,125,1923,6462,608,4652,-7468,-2651,1639
1663810608,1663833206,80,305,90,72,125,0,0,290,4652,-6996,-2533,3031
1663810609,1663833206,80,305,90,72,125,0,0,290,4652,-7908,-4228,1672
1663810610,1663833206,80,305,90,72,125,0,0,252,4652,-7382,1413,3505
1663810611,1663833206,80,305,90,72,125,2187,7286,686,4652,-6889,-1017,5158
1663810612,1663833206,80,305,90,72,125,2174,7308,686,4652,-6721,42,2043
1663810613,1663833206,80,305,90,72,125,1261,4227,398,4652,-1171,4909,2579
1663810614,1663833206,80,305,90,72,125,1285,4178,398,4652,-2973,5070,5511
1663810615,1663833206,80,305,90,72,125,1279,4295,401,4652,-3609,4300,5853
1663810616,1663833206,80,305,90,72,125,1287,4223,401,4652,-2618,7527,4518
1663810617,1663833206,80,305,90,72,125,1276,4239,401,4652,-2939,5921,3233
1663810618,1663833206,80,305,90,72,125,1285,4261,401,4652,-2209,4633,6611
1663810619,1663833206,80,305,90,72,125,1246,4070,401,4652,-2167,3998,6876
1663810620,1663833206,80,305,90,72,125,1244,4145,403,4652,305,-5009,7140
1663810621,1663833206,80,305,90,72,125,1807,6059,626,4652,3223,-6869,5351
1663810622,1663833206,80,305,90,72,125,1795,6079,626,4652,2182,-3515,7263
1663810623,1663833206,80,305,91,72,124,0,0,304,4652,2348,-3127,7334
1663810624,1663833206,80,305,91,72,124,0,0,304,4652,2196,-2766,7849
1663810625,1663833206,80,305,91,72,124,1772,5996,628,4652,2351,-3082,7805
1663810626,1663833206,80,305,91,72,124,1791,6016,632,4652,2819,-3351,6821
1663810627,1663833206,80,305,91,72,124,1783,6008,632,4652,-5885,-4289,4909
1663810628,1663833206,80,305,91,72,124,1793,6005,633,4652,-5916,-5578,3194
1663810629,1663833206,80,305,91,72,124,1736,5786,633,4652,-5684,-4651,4542
1663810630,1663833206,80,305,91,72,124,1718,5811,634,4658,-6497,3895,2268
1663810631,1663833206,80,305,91,72,124,1733,5827,638,4662,-4866,5976,347
1663810632,1663833206,80,305,91,72,124,1755,5875,638,4662,-5234,4636,-2907
1663810633,1663833206,80,305,91,72,124,1736,5833,639,4662,-3461,5991,115
1663810634,1663833206,80,305,91,72,124,2001,6660,639,4662,0,6550,4991
1663810635,1663833206,80,305,91,72,124,1129,3805,639,4662,-273,6483,4773
1663810636,1663833206,80,305,91,72,124,1684,5650,639,4662,0,6572,4702
1663810637,1663833206,80,305,91,72,124,2001,6688,639,4662,0,6705,4289
1663810638,1663833206,80,305,91,72,124,1999,6682,639,4662,-375,6348,5030
1663810639,1663833206,80,305,91,72,124,2009,6747,642,4662,-747,6039,5060
1663810640,1663833206,80,305,91,72,124,2006,6749,642,4662,-668,6154,5192
1663810641,1663833206,80,305,91,72,124,1953,6525,622,4662,-622,6035,5287
1663810642,1663833206,80,305,91,72,124,1437,4791,622,4662,-697,5622,5516
1663810643,1663833206,80,305,91,72,124,1754,5898,726,4662,-864,6298,5115
1663810644,1663833206,80,305,91,72,123,1806,6051,648,4662,-721,6028,5112
1663810645,1663833207,80,306,91,72,123,1814,6105,648,4662,-752,5929,5337
1663810646,1663833207,80,306,91,72,124,1718,5677,596,4662,-838,6065,5038
1663810647,1663833207,80,306,91,72,124,1604,5306,596,4662,6,7163,4428
1663810648,1663833207,80,306,93,72,126,1458,4879,600,4662,-733,6494,4974
1663810649,1663833207,80,306,95,72,127,1351,4488,410,4662,-1868,3100,5194
1663810650,1663833207,80,306,95,72,127,926,3117,410,4662,8383,0,-5996
1663810651,1663833207,80,306,95,73,128,1444,4774,620,4662,6496,8806,2256
1663810652,1663833207,80,306,95,73,128,1432,4789,620,4662,11519,9759,3709
1663810653,1663833207,80,306,96,73,128,1229,4089,486,4662,6523,8593,4153
1663810654,1663833207,80,306,96,73,129,1303,4291,489,4668,14561,6489,-3006
1663810655,1663833207,80,306,96,73,129,1299,4320,489,4670,-5767,-443,2540
1663810656,1663833207,80,306,96,73,129,1295,4272,489,4673,-1508,10377,-1206
1663810657,1663833207,80,306,96,73,129,1277,4284,489,4674,1849,4028,2115
1663810658,1663833207,80,306,96,73,129,1267,4303,489,4674,7389,-733,4634
1663810659,1663833207,80,306,96,73,129,1288,4283,430,4674,6332,954,5665
1663810660,1663833207,80,306,96,73,129,1485,4884,430,4674,6716,191,5117
1663810661,1663833207,80,306,96,73,129,1306,4375,430,4674,7362,-369,4318
1663810662,1663833207,80,306,96,73,129,1023,3431,432,4674,7560,0,3831
1663810663,1663833207,80,306,96,73,129,1105,3730,432,4674,7894,649,3528
1663810664,1663833207,80,306,96,73,129,1283,4245,436,4674,6987,1707,4281
1663810665,1663833207,80,306,96,73,129,1432,4759,436,4674,3813,-4210,7136
1663810666,1663833207,80,306,96,73,129,0,0,284,4674,4369,-2628,6770
1663810667,1663833207,80,306,96,73,129,0,0,218,4674,5464,1187,6524
1663810668,1663833207,80,306,96,73,129,0,0,218,4674,4588,3091,6373
1663810669,1663833207,80,306,96,73,129,2437,8138,718,4674,-2909,1296,7189
1663810670,1663833207,80,306,96,73,129,2435,8159,718,4674,2286,6890,4023
1663810671,1663833207,80,306,96,73,130,2464,8260,719,4674,5577,5487,2583
1663810672,1663833207,80,306,96,73,131,1806,6060,722,4674,6850,4044,785
1663810673,1663833207,80,306,96,73,131,1797,6041,722,4674,6013,4992,3200
1663810674,1663833207,80,306,96,73,131,1934,6468,725,4674,5721,0,649
1663810675,1663833207,80,306,96,73,131,1958,6528,725,4674,10303,-3102,0
1663810676,1663833207,80,306,96,73,131,1945,6451,725,4684,12589,3923,0
1663810677,1663833207,80,306,96,73,131,2000,6691,728,4686,2700,-614,-533
1663810678,1663833207,80,306,96,73,131,2511,8503,728,4688,15053,3931,-2912
1663810679,1663833207,80,306,96,73,132,2586,8633,728,4691,7931,3766,356
1663810680,1663833207,80,306,96,73,132,2573,8648,728,4692,-1762,5007,-815
1663810681,1663833207,80,306,96,74,133,2621,8765,728,4696,3907,5308,-309
1663810682,1663833207,80,306,96,74,133,2631,8760,730,4698,8563,2359,-1737
1663810683,1663833207,80,306,96,74,133,2186,7297,730,4703,10084,2124,900
1663810684,1663833207,80,306,96,74,133,2238,7461,734,4704,-1685,7788,5039
1663810685,1663833207,80,306,96,74,133,2636,8879,734,4706,862,7685,1134
1663810686,1663833207,80,306,96,74,133,2642,8884,738,4707,3424,6610,3364
1663810687,1663833207,80,306,96,74,133,1356,4570,740,4707,7973,2116,0
1663810688,1663833207,80,306,96,74,133,2621,8768,740,4707,8345,3153,173
1663810689,1663833207,80,306,96,74,133,2648,8904,744,4707,2643,4928,5421
1663810690,1663833207,80,306,96,74,133,2647,8928,744,4707,-2138,2925,5555
1663810691,1663833207,80,306,96,74,133,2451,8248,748,4707,-1310,4168,6937
1663810692,1663833207,80,306,96,74,133,2671,9029,751,4707,6511,5911,4030
1663810693,1663833207,80,306,96,74,133,2589,8684,751,4707,4754,4878,4526
1663810694,1663833207,80,306,96,74,133,2584,8659,754,4707,7495,10676,4214
1663810695,1663833207,80,306,96,74,133,2582,8733,755,4707,-2826,4725,6829
1663810696,1663833207,80,306,96,74,133,2581,8712,755,4715,-4442,4446,6103
1663810697,1663833207,80,306,96,74,133,2602,8754,758,4716,-4302,4627,4893
1663810698,1663833207,80,306,96,74,133,2258,7591,758,4717,-4521,4666,4867
1663810699,1663833207,80,306,96,74,133,2268,7631,761,4717,-5345,5071,5739
1663810700,1663833207,80,306,96,74,133,2505,8412,763,4717,-2068,7738,-596
1663810701,1663833207,80,306,96,74,133,2541,8518,763,4717,-1683,7051,2842
1663810702,1663833207,80,306,96,74,133,2229,7500,765,4717,-1781,6928,3633
1663810703,1663833207,80,306,96,74,133,2408,8113,765,4717,-1658,6855,3604
1663810704,1663833207,80,306,96,74,133,2137,7125,769,4717,-1825,6571,3685
1663810705,1663833207,80,306,96,74,133,2153,7212,771,4717,-1641,6449,4431
1663810706,1663833207,80,306,96,74,133,2681,8925,771,4717,-1798,6235,4753
1663810707,1663833207,80,306,96,74,133,2124,7076,773,4717,-1804,6306,4664
1663810708,1663833207,80,306,96,74,133,2147,7212,773,4717,-1786,6224,4665
1663810709,1663833207,80,306,96,74,133,0,0,266,4717,-1812,6145,4619
1663810710,1663833207,80,306,96,74,132,0,0,202,4717,-1893,6246,4561
1663810711,1663833207,80,306,96,74,132,0,0,202,4717,-1841,6323,4581
1663810712,1663833207,80,306,96,74,132,0,0,220,4717,-1796,6228,4543
1663810713,1663833207,80,306,96,74,132,0,0,220,4717,-1846,6282,4620
1663810714,1663833207,80,306,96,74,132,0,0,270,4717,-1723,6199,4642
1663810715,1663833207,80,306,96,74,132,2437,8156,774,4717,-1909,6244,4528
1663810716,1663833207,80,306,96,74,132,2435,8186,774,4717,-1808,6180,4657
1663810717,1663833207,80,306,96,74,132,1646,5428,777,4717,-1911,6235,4572
1663810718,1663833207,80,306,96,74,132,1475,5017,777,4717,-1842,6270,4552
1663810719,1663833207,80,306,96,74,132,1614,5420,777,4717,-1982,6202,4669
1663810720,1663833207,80,306,96,74,132,1411,4657,696,4717,-1872,6287,4653
1663810721,1663833207,80,306,96,74,132,1424,4771,696,4717,-1800,6140,4719
1663810722,1663833207,80,306,96,74,132,0,0,222,4717,-1787,6028,4714
1663810723,1663833207,80,306,96,74,132,1058,3577,488,4717,-1832,6389,4667
1663810724,1663833207,80,306,96,74,132,1272,4286,488,4717,-1848,6181,4692
1663810725,1663833208,80,307,96,74,132,0,0,322,4717,-1831,6250,4601
1663810726,1663833208,80,307,96,74,132,0,0,322,4717,-1844,6160,4711
1663810727,1663833208,80,307,96,74,132,1996,6723,764,4717,-1942,6096,4671
1663810728,1663833208,80,307,96,74,132,2000,6708,765,4717,-1808,6192,4612
1663810729,1663833208,80,307,96,74,132,2023,6737,765,4717,-1723,6345,4678
1663810730,1663833208,80,307,96,74,132,2006,6750,766,4717,-1757,6259,4740
1663810731,1663833208,80,307,96,74,132,2021,6729,766,4717,-1749,6141,4715
1663810732,1663833208,80,307,96,74,132,2019,6781,769,4717,-1801,6008,4705
1663810733,1663833208,80,307,96,74,132,1695,5696,648,4717,-1838,6177,4706
1663810734,1663833208,80,307,96,74,132,1721,5669,648,4717,-1907,6215,4549
1663810735,1663833208,80,307,96,74,132,1713,5759,651,4717,-1927,6246,4568
1663810736,1663833208,80,307,96,74,132,0,0,282,4717,-1940,6250,4731
1663810737,1663833208,80,307,96,74,132,0,0,282,4717,-1927,6219,4683
1663810738,1663833208,80,307,96,74,132,1519,5064,651,4717,-1804,6120,4590
1663810739,1663833208,80,307,96,74,132,1534,5061,651,4717,-2023,6176,4523
1663810740,1663833208,80,307,96,74,132,0,0,254,4717,-1941,6204,4647
1663810741,1663833208,80,307,96,74,132,1469,4918,638,4717,-1980,6184,4646
1663810742,1663833208,80,307,96,74,132,1535,5198,638,4717,-1799,6156,4649
1663810743,1663833208,80,307,96,74,132,1513,5024,618,4717,-1955,6186,4704
1663810744,1663833208,80,307,96,74,132,1508,4999,618,4717,-1928,6354,4567
1663810745,1663833208,80,307,96,74,132,978,3265,380,4717,-4524,3150,5658
1663810746,1663833208,80,307,96,74,132,1370,4613,584,4717,-4469,4011,5543
1663810747,1663833208,80,307,96,74,132,1596,5375,584,4717,-4382,3946,5340
1663810748,1663833208,80,307,96,62,110,1368,4576,585,4717,-4471,4012,5381
1663810749,1663833208,80,307,96,62,110,1338,4445,585,4717,-4363,3948,5416
1663810750,1663833208,80,307,96,62,110,1083,3661,586,4717,-4292,4004,5314
1663810751,1663833208,80,307,96,62,110,1094,3676,590,4717,-4391,4244,5035
1663810752,1663833208,80,307,96,62,110,1115,3707,590,4717,-4545,4244,5235
1663810753,1663833208,80,307,96,62,110,1255,4187,668,4717,-4536,4081,5188
1663810754,1663833208,80,307,96,62,110,0,0,238,4717,-4732,4030,5252
1663810755,1663833208,80,307,96,62,110,0,0,238,4717,-4729,4057,4938
1663810756,1663833208,80,307,96,62,110,882,2971,368,4717,-4744,4229,5123
1663810757,1663833208,80,307,96,62,110,921,3031,368,4717,-4576,4236,4900
1663810758,1663833208,80,307,96,62,110,1368,4579,646,4717,-4737,4039,5017
1663810759,1663833208,80,307,96,62,110,1247,4171,646,4717,-4739,4225,4803
1663810760,1663833208,80,307,96,62,110,1085,3652,646,4717,-4844,4381,4933
1663810761,1663833208,80,307,93,62,110,1103,3658,678,4717,-4769,4361,5082
1663810762,1663833208,80,307,93,62,110,1175,3904,678,4717,-4688,4141,5766
1663810763,1663833208,80,307,93,73,131,1644,5524,678,4717,-6105,3475,776
1663810764,1663833208,80,307,93,73,130,1057,3521,442,4717,-3039,7872,-2021
1663810765,1663833208,80,307,93,73,130,1058,3552,442,4717,-4608,4276,4826
1663810766,1663833208,80,307,93,73,129,0,0,254,4717,-4536,4426,4864
1663810767,1663833208,80,307,93,73,129,0,0,254,4717,-4549,4506,4808
1663810768,1663833208,80,307,93,73,129,1062,3512,443,4717,-4598,4532,4659
1663810769,1663833208,80,307,93,73,129,1072,3525,447,4717,-4515,4517,4595
1663810770,1663833208,80,307,93,73,129,1050,3541,447,4717,-4625,4831,4469
1663810771,1663833208,80,307,93,73,128,1582,5242,674,4717,-4686,4604,4587
1663810772,1663833208,80,307,93,73,128,1533,5132,658,4717,-4745,4657,4363
1663810773,1663833208,80,307,93,73,128,1535,5122,658,4717,-4420,4868,4405
1663810774,1663833208,80,307,93,73,129,1509,5059,642,4717,-4499,4548,4435
1663810775,1663833208,80,307,93,73,129,1535,5129,642,4717,-4624,4697,4538
1663810776,1663833208,80,307,91,73,129,1574,5279,664,4717,-4620,5048,4590
1663810777,1663833208,80,307,91,74,131,1350,4552,748,4717,-4581,3855,5402
1663810778,1663833208,80,307,91,74,131,1838,6188,748,4717,-4824,4181,5180
1663810779,1663833208,80,307,91,74,131,1685,5643,652,4717,-4703,4382,5140
1663810780,1663833208,80,307,91,74,131,1712,5669,652,4717,-3966,4998,4792
1663810781,1663833208,80,307,90,74,131,0,0,254,4717,-4408,4866,4601
1663810782,1663833208,80,307,91,74,133,1414,4755,614,4717,-4303,5068,4230
1663810783,1663833208,80,307,91,74,133,1253,4243,614,4717,-4388,5150,4040
1663810784,1663833208,80,307,92,74,133,1336,4512,656,4717,-4750,5257,4235
1663810785,1663833208,80,307,92,74,133,1361,4544,656,4717,-4566,5076,4216
1663810786,1663833208,80,307,92,74,134,1519,5082,726,4717,-4596,4947,4149
1663810787,1663833208,80,307,91,74,135,1278,4301,648,4717,-4557,4926,4086
1663810788,1663833208,80,307,91,74,135,1489,5031,648,4717,-4391,4945,4438
1663810789,1663833208,80,307,91,74,135,1514,5020,648,4717,-4543,4816,4112
1663810790,1663833208,80,307,91,74,135,1664,5561,648,4717,-4462,4962,4150
1663810791,1663833208,80,307,90,74,133,1546,5128,658,4717,-4862,5141,4008
1663810792,1663833208,80,307,89,74,133,1640,5504,704,4717,-4325,5002,4349
1663810793,1663833208,80,307,89,74,133,1412,4739,704,4717,-4450,4884,4121
1663810794,1663833208,80,307,88,74,132,1256,4116,644,4717,-4336,5087,4312
1663810795,1663833208,80,307,89,74,132,1435,4759,680,4717,-4561,5044,4249
1663810796,1663833208,80,307,89,74,132,1390,4632,680,4717,-4498,4944,4249
1663810797,1663833208,80,307,89,74,133,1462,4889,704,4717,-4537,5063,4179
1663810798,1663833208,80,307,89,74,133,1456,4942,704,4717,-4503,5098,4125
1663810799,1663833208,80,307,88,74,134,1452,4786,652,4717,-4581,4978,4259
1663810800,1663833208,80,307,89,75,135,1490,4997,700,4717,-4562,5073,4208
1663810801,1663833208,80,307,89,75,135,1442,4826,700,4717,-4515,5073,4303
1663810802,1663833208,80,307,87,75,135,1575,5332,722,4717,-4525,5051,4026
1663810803,1663833208,80,307,87,75,135,1655,5500,722,4717,-4493,5083,4257
1663810804,1663833208,80,307,85,75,135,1640,5450,722,4717,-4542,4984,4368
1663810805,1663833209,80,308,85,75,135,1570,5278,654,4717,-4567,5050,4128
1663810806,1663833209,80,308,85,75,135,1597,5389,654,4717,-4527,5146,4132
1663810807,1663833209,80,308,85,75,135,1737,5864,728,4717,-4583,5113,4044
1663810808,1663833209,80,308,85,75,135,1549,5165,728,4717,-4565,5051,4121
1663810809,1663833209,80,308,84,75,135,1627,5434,774,4717,-4581,5167,3997
1663810810,1663833209,80,308,81,75,134,1544,5209,724,4717,-4507,5146,4082
1663810811,1663833209,80,308,81,75,134,1721,5814,724,4717,-4542,5171,4044
1663810812,1663833209,80,308,83,75,134,1796,6014,702,4717,-4529,5051,4023
1663810813,1663833209,80,308,83,75,134,1592,5329,702,4717,-4591,4979,4007
1663810814,1663833209,80,308,83,74,134,1445,4806,722,4717,-4474,5010,4532
1663810815,1663833209,80,308,82,74,134,1403,4735,682,4717,-4560,5049,4002
1663810816,1663833209,80,308,82,74,134,1489,5029,682,4717,-4489,5080,4190
1663810817,1663833209,80,308,84,74,134,1483,4948,666,4717,-4553,5212,4060
1663810818,1663833209,80,308,84,74,134,1511,5064,666,4717,-4553,5224,4159
1663810819,1663833209,80,308,85,74,135,1585,5314,690,4717,1099,8717,1407
1663810820,1663833209,80,308,86,75,135,0,0,206,4717,-257,5365,-3430
1663810821,1663833209,80,308,86,75,135,0,0,206,4717,-2801,10480,-1342
1663810822,1663833209,80,308,86,75,135,2578,8651,696,4717,-6794,2663,-1314
1663810823,1663833209,80,308,86,75,135,2563,8635,696,4717,-6743,3677,-771
1663810824,1663833209,80,308,86,75,136,2643,8815,700,4717,-6272,4565,575
1663810825,1663833209,80,308,86,75,136,2631,8828,702,4717,-5082,6406,4657
1663810826,1663833209,80,308,86,75,136,2062,6839,702,4717,-4724,4667,4590
1663810827,1663833209,80,308,86,75,136,2217,7387,704,4717,-4611,4707,4566
1663810828,1663833209,80,308,86,75,136,2305,7704,705,4717,-4501,4547,4576
1663810829,1663833209,80,308,86,75,136,2296,7681,705,4717,-4569,4659,4726
1663810830,1663833209,80,308,86,75,136,2386,7958,706,4717,-4477,4629,4681
1663810831,1663833209,80,308,86,75,136,2534,8447,706,4717,-4695,4673,4600
1663810832,1663833209,80,308,86,75,136,2344,7840,709,4717,-4571,4691,4662
1663810833,1663833209,80,308,87,75,136,2108,7046,652,4717,-4608,4537,4594
1663810834,1663833209,80,308,87,75,136,2069,6932,652,4717,-4734,4692,4485
1663810835,1663833209,80,308,89,75,135,2498,8376,670,4717,67,9164,4890
1663810836,1663833209,80,308,89,75,135,2485,8339,670,4717,4250,2571,6286
1663810837,1663833209,80,308,89,75,135,0,0,306,4717,4123,4806,5128
1663810838,1663833209,80,308,89,75,134,0,0,242,4717,7573,-2245,7611
1663810839,1663833209,80,308,89,75,134,0,0,242,4717,6421,3678,4957
1663810840,1663833209,80,308,89,75,134,2342,7786,662,4717,4681,4522,5023
1663810841,1663833209,80,308,89,75,134,2416,8110,662,4717,4129,4429,5397
1663810842,1663833209,80,308,90,75,134,2241,7552,648,4717,4601,4629,4924
1663810843,1663833209,80,308,91,75,134,2363,7999,674,4717,4792,4584,4877
1663810844,1663833209,80,308,91,75,134,2326,7845,674,4717,4686,4583,5030
1663810845,1663833209,80,308,91,75,134,2563,8600,734,4717,4125,4796,5218
1663810846,1663833209,80,308,91,75,134,2554,8564,734,4717,4823,4459,4575
1663810847,1663833209,80,308,91,75,134,2566,8602,738,4717,4531,4734,4972
1663810848,1663833209,80,308,90,75,135,2617,8843,746,4717,3820,4994,4961
1663810849,1663833209,80,308,90,75,135,2769,9256,746,4717,4439,4768,4989
1663810850,1663833209,80,308,89,75,135,1968,6580,614,4717,4573,4678,4935
1663810851,1663833209,80,308,89,75,135,1622,5380,614,4717,4588,5008,4719
1663810852,1663833209,80,308,88,75,135,1462,4901,536,4717,5011,4573,5030
1663810853,1663833209,80,308,88,74,134,0,0,214,4717,4814,4394,5022
1663810854,1663833209,80,308,88,74,134,0,0,214,4717,4772,4469,4761
1663810855,1663833209,80,308,88,74,134,0,0,304,4717,4881,4780,4822
1663810856,1663833209,80,308,88,74,134,1423,4722,482,4717,4869,5236,5096
1663810857,1663833209,80,308,88,74,134,1088,3623,482,4717,3893,3503,6000
1663810858,1663833209,80,308,88,74,134,1096,3633,482,4717,3109,5873,5372
1663810859,1663833209,80,308,88,74,134,1782,5872,482,4717,4263,5776,4889
1663810860,1663833209,80,308,88,74,134,1819,6100,498,4717,4307,5573,3777
1663810861,1663833209,80,308,88,74,134,1380,4610,388,4717,4890,5558,3643
1663810862,1663833209,80,308,88,74,134,1271,4303,388,4717,5596,5113,3306
1663810863,1663833209,80,308,88,74,133,1257,4170,388,4717,5338,5000,3378
1663810864,1663833209,80,308,88,74,133,1310,4310,388,4717,5266,5281,3192
1663810865,1663833209,80,308,87,74,132,2177,7324,644,4717,4983,5808,3546
1663810866,1663833209,80,308,87,74,132,1575,5291,648,4717,4606,5198,4167
